Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
338,133,24102,1,181,732,0.4913,0.9167,2.3541,0.2391,5169308,0,0.5926,1,1.0414,12,0.4074,40,721,226,5169335,1.0,1533,1.4314,0.7050281965241929,1373,-0.1668,0.9337,1.0,27,84,0.008
339,101,5652,1,55,88,0.2051,0.9,1.8195,0.3333,2012938,1,0.1818,0,0.9542,10,0.8182,70,79,66,2012949,1.0,1661,1.0414,0.63925034035617,1356,-0.331,0.1165,1.0,11,75,0.0066
340,127,419968,1,3306,213,1.0,0.7568,3.5884,0.4571,7818756,0,-0.6357,1,2.1461,185,0.3643,40,73,3876,7818807,0.0,583,1.7076,0.39855250670154063,1358,-0.1535,0.1075,0.5,102,70,0.1031
341,124,12235,1,98,228,0.2583,1.0,2.0253,0.2639,2150440,0,0.0,1,1.0792,12,1.0,40,216,106,2150452,0.5,542,1.0792,0.8390697308817134,1387,-0.0983,0.3115,0.9231,13,107,0.0087
342,135,1689009,1,12511,1245,1.0,0.9302,4.198,0.5709,4712084,1,-0.9739,0,3.0741,1275,0.0261,100,59,15775,4712115,0.0,1713,1.4914,0.8835298364237075,1354,-0.1635,0.0872,0.1123,276,61,0.8759
343,126,15572,1,123,1277,0.4025,0.45,2.1644,0.3992,5437033,1,0.6667,0,0.9542,20,0.3333,69,1268,146,5437060,1.0,1043,1.4314,0.6629097142100953,1646,-0.1667,0.4484,1.0,27,88,0.0055
344,126,15147,1,120,1118,0.374,0.4286,2.1139,0.4222,1170194,0,0.64,1,0.9542,21,0.36,175,1109,130,1170219,1.0,1624,1.3979,0.3952346537588943,1360,-0.0897,0.3559,0.9615,26,109,0.0066
345,127,10504,1,82,470,0.2432,0.7857,1.9494,0.3258,4165780,0,0.0833,1,1.0414,14,0.9167,40,459,89,4165792,1.0,1101,1.0792,0.3361299685293737,1352,-0.078,0.679,1.0,12,108,0.0081
346,133,58906,1,442,883,0.9608,0.6389,2.7505,0.2801,61614,0,0.3235,1,1.3617,36,0.6765,40,860,563,61648,1.0,241,1.5315,0.7968170883251617,1306,-0.1826,0.6478,1.0,34,83,0.0176
347,125,29865,1,238,348,0.6574,0.3226,2.4362,0.3175,393428,0,0.75,1,1.0,31,0.25,40,338,273,393468,1.0,1434,1.6021,0.20581979301300757,1376,-0.1453,0.4913,1.0,40,93,0.0073
348,116,154035,1,1327,60,1.0,0.1469,3.2014,0.552,118073,1,0.8757,0,1.3222,143,0.1243,70,39,1590,118242,1.0,858,2.2279,0.3790526950373052,1354,-0.2431,0.0576,0.9826,172,80,0.0155
349,111,71130,1,640,268,0.9999,0.2358,2.847,0.6026,182093,0,0.5246,1,1.4624,123,0.4754,300,239,703,182154,1.0,862,1.7853,0.7829601300260849,1692,-0.2095,0.2825,0.7012,87,63,0.0171
350,84,53750,1,639,32,1.0,0.2076,2.9841,0.5436,718425,1,0.7708,0,1.3424,106,0.2292,70,10,964,718521,1.0,221,1.9823,0.4885840453515333,1356,-0.5644,0.0148,0.932,103,29,0.0162
351,141,1248379,1,8853,194,1.0,0.2413,4.0379,0.5047,1711137,0,-0.0588,1,2.1847,634,0.9412,40,41,10913,1711281,0.0,813,2.1584,0.5846388341341655,1402,-0.1063,0.0585,0.4011,359,25,0.1091
352,132,10515,1,79,347,0.2792,0.9412,1.9445,0.45,2077064,1,-0.375,0,1.2041,17,0.625,70,331,88,2077074,0.0,623,1.0,0.46497345619365305,1692,-0.0665,0.3913,0.9091,11,111,0.0095
353,127,439309,1,3459,181,1.0,0.7172,3.6256,0.3931,125418,0,-0.6549,1,2.1523,198,0.3451,40,39,4223,125467,0.0,1494,1.6902,0.4281698635088733,1360,-0.1873,0.0573,0.5904,83,38,0.1044
354,108,41622,1,385,1592,0.9491,0.4063,2.7118,0.305,562576,0,0.7719,1,1.1139,32,0.2281,125,1579,515,562633,1.0,1160,1.7559,0.034838350279915664,1632,-0.3686,0.049,1.0,57,46,0.008
355,124,36875,1,297,62,0.7822,0.8667,2.5866,0.2186,4822354,0,0.6579,1,1.1139,15,0.3421,40,49,386,4822392,1.0,94,1.5798,0.3015120891478765,1373,-0.2537,0.0714,1.0,38,51,0.0095
356,125,25660,1,205,308,0.6453,0.56,2.3463,0.4337,1323717,1,0.5,0,1.1461,25,0.5,70,294,222,1323745,1.0,414,1.4472,0.028999503204469423,1358,-0.097,0.433,0.9655,29,104,0.0103
357,125,12094,1,96,625,0.2712,0.4375,2.0212,0.3182,2172852,0,0.6818,1,0.8451,16,0.3182,100,618,105,2172874,1.0,1106,1.3424,0.11570416730942945,1366,-0.1001,0.9048,0.9565,23,106,0.0051
358,143,14471,1,101,28,0.3882,0.3462,2.0756,0.4915,808173,1,0.6539,0,0.9542,26,0.3462,70,19,119,808199,1.0,1590,1.415,0.19518552981865567,1358,-0.05,0.028,1.0,26,97,0.0066
359,132,7519,1,56,542,0.2061,0.7143,1.8195,0.34,3706296,1,0.0,0,1.0,14,1.0,80,532,66,3706306,0.5,546,1.0,0.3925727158419199,1646,-0.11,0.6464,1.0,10,97,0.0061
360,133,1967,1,14,319,0.1441,0.7778,1.2041,0.5429,1013642,0,-0.2857,1,0.8451,9,0.7143,50,312,16,1013647,0.0,757,0.699,0.9303846175891505,1356,-0.0395,0.4602,1.0,5,115,0.0052
361,101,41524,1,411,1661,0.9718,0.2429,2.6702,0.4382,1554711,1,0.6531,0,1.2305,70,0.3469,70,1644,468,1554760,1.0,444,1.6902,0.27075875131780025,1692,-0.3068,0.0366,0.9074,54,80,0.01
362,125,11601,1,92,1205,0.2914,0.5909,2.0043,0.4024,521912,0,0.0,1,1.1139,22,1.0,40,1192,101,521925,0.5,1936,1.1139,0.47502244400436067,1356,-0.1027,0.2227,1.0,13,108,0.0096
363,108,24220,1,224,50,0.5822,0.4706,2.4265,0.2415,270900,1,0.8182,0,0.9031,17,0.1818,80,42,267,270944,1.0,1142,1.6435,0.8321200752819861,1687,-0.2913,0.0498,1.0,44,76,0.0047
364,141,14618,1,103,36,0.3012,0.5,2.0934,0.2955,3213793,1,0.6364,0,0.9031,16,0.3636,100,28,124,3213815,1.0,1251,1.3424,0.10740295628857721,1658,-0.079,0.0338,1.0,22,97,0.0048
365,109,5695,1,52,82,0.204,0.5833,1.7853,0.3776,1196901,1,0.5,0,0.8451,12,0.5,70,75,61,1196915,1.0,144,1.1461,0.4734894010569538,1354,-0.2706,0.1108,1.0,14,81,0.0052
366,109,7987,1,73,290,0.2173,0.7333,1.9345,0.2182,119026,0,-0.0909,1,1.0414,15,0.9091,60,279,86,119036,0.0,902,1.0,0.04517311698942639,1694,-0.2744,0.3294,1.0,10,73,0.0065
367,140,301138,1,2150,172,1.0,0.329,3.3813,0.6186,728912,0,0.0843,1,1.8808,231,0.9157,40,96,2406,728995,1.0,560,1.9191,0.08411533455688203,1358,-0.0222,0.1414,0.494,168,116,0.056
368,103,10646,1,103,1598,0.3419,0.6316,2.0899,0.3971,214533,0,0.2941,1,1.0792,19,0.7059,300,1586,123,214550,1.0,1724,1.2305,0.4956050782011431,1692,-0.3238,0.1111,1.0,17,77,0.0071
369,144,2167,1,15,1242,0.1353,1.0,1.2305,0.2917,1667032,0,-0.3333,1,0.7782,6,0.6667,50,1236,17,1667036,0.0,259,0.6021,0.5944336637564518,1360,-0.0041,0.1735,1.0,4,109,0.0044
370,126,9643,1,76,322,0.2288,0.7692,1.9445,0.2667,10391495,0,0.1667,1,1.0,13,0.8333,40,312,88,10391507,1.0,307,1.0792,0.6395632712371101,1358,-0.1439,0.4595,1.0,12,91,0.0074
371,133,9693,1,72,73,0.2288,0.9091,1.9294,0.2917,3947227,1,0.1667,0,1.0,11,0.8333,80,63,85,3947239,1.0,202,1.0792,0.5007411862023423,1648,-0.1091,0.0765,1.0,12,95,0.0061
372,127,18503,1,145,356,0.3834,0.5238,2.2304,0.2641,822292,1,0.4762,0,1.0414,21,0.5238,50,345,170,822313,1.0,272,1.3222,0.05338193262717539,1353,-0.1497,0.51,1.0,21,82,0.0081
373,124,26213,1,211,695,0.7147,0.7857,2.4624,0.3409,890920,1,-0.0909,0,1.3424,28,0.9091,100,673,290,890940,0.0,1461,1.301,0.540476692170755,1710,-0.2938,0.7871,0.9091,22,43,0.0129
374,125,271889,1,2175,1316,1.0,0.1353,3.4221,0.5896,600561,0,0.9179,1,1.3617,170,0.0821,70,1293,2643,600841,1.0,388,2.4472,0.11847857721704136,1353,-0.1963,0.0547,0.9825,285,44,0.017
375,101,20570,1,203,1290,0.8705,0.5122,2.3617,0.6088,340471,0,0.25,1,1.3222,41,0.75,70,1269,230,340499,1.0,274,1.4472,0.6807145267995064,1353,-0.3013,0.0931,0.6667,42,82,0.0155
376,132,15785,1,119,509,0.3494,0.6471,2.1584,0.311,261713,0,0.4211,1,1.0414,17,0.5789,40,498,144,261732,1.0,478,1.2787,0.634629117418263,1356,-0.1436,0.7345,1.0,19,88,0.0081
377,130,250,1,1,197,0.119,1.0,0.301,0.0,2166065,0,-0.5,1,0.301,2,0.5,40,195,2,2166066,0.0,344,0.0,0.7826241046295469,1358,-0.0234,0.2872,1.0,1,120,0.0015
378,134,11447,1,85,1316,0.2699,0.4286,1.9823,0.3726,2633467,1,0.4706,0,0.9542,21,0.5294,100,1307,96,2633484,1.0,1735,1.2305,0.746067978959365,1362,-0.0684,0.0676,0.9444,18,108,0.0066
379,143,287273,1,2008,153,1.0,0.1096,3.3581,0.676,310621,0,0.7727,1,1.6021,365,0.2273,220,113,2281,310797,1.0,469,2.2455,0.5083527384469421,1394,-0.0161,0.1621,0.6567,268,113,0.0287
380,125,30518,1,244,512,0.9747,0.6296,2.4564,0.6635,1346996,1,-0.2647,0,1.5315,54,0.7353,70,478,286,1347021,0.0,1669,1.3979,0.8674235394825837,1356,-0.1664,0.705,0.7576,33,95,0.0251
381,125,677554,1,5420,216,1.0,0.6863,3.817,0.4403,1555596,0,-0.6171,1,2.243,255,0.3829,40,41,6562,1555663,0.0,1526,1.8261,0.35768263152597424,1358,-0.1933,0.0604,0.536,125,36,0.1289
382,127,27344,1,215,13,0.9236,0.5652,2.415,0.6154,438867,0,0.75,1,1.1139,23,0.25,70,0,260,438919,1.0,1458,1.716,0.9456936518244733,1353,-0.1784,0.0,0.9286,56,46,0.0096
383,93,49303,1,530,1638,0.9685,0.7273,2.8162,0.1973,676623,1,0.2941,0,1.3802,33,0.7059,80,1614,655,676657,1.0,822,1.5315,0.294755193202763,1687,-0.4119,0.0581,0.9714,35,54,0.0142
384,140,15896,1,113,127,0.385,0.3636,2.1072,0.4483,1172603,1,0.7241,0,0.9031,22,0.2759,70,119,128,1172632,1.0,1124,1.4624,0.4234953946796538,1356,-0.0298,0.1755,0.9667,30,111,0.0059
385,142,1239926,1,8731,193,1.0,0.2331,4.0311,0.5058,1945494,0,-0.0592,1,2.1818,652,0.9408,40,41,10743,1945637,0.0,588,2.1553,0.19160300966269983,1402,-0.0983,0.0585,0.3421,418,38,0.1084
386,149,1992604,1,13373,734,1.0,0.7505,4.218,0.8817,684933,0,-0.7108,1,2.842,926,0.2892,40,39,16521,685134,0.0,440,2.3032,0.851131099761935,1400,-0.0577,0.0557,0.3401,591,21,0.4964
387,140,3330,1,23,706,0.1569,0.7692,1.415,0.48,762234,0,-0.5,1,1.0,13,0.5,50,696,26,762239,0.0,1871,0.699,0.4398090424804667,1358,0.0006,0.9602,0.7143,7,120,0.0074
388,141,1084425,1,7690,196,1.0,0.2086,3.9785,0.6278,2289914,0,0.0606,1,2.1903,743,0.9394,40,41,9518,2290079,1.0,541,2.2175,0.5559694280284484,1402,-0.1099,0.0585,0.3642,453,41,0.1106
389,109,6734,1,61,1133,0.2061,0.9091,1.8633,0.27,94662,0,0.0,1,1.0,11,1.0,60,1123,73,94672,0.5,680,1.0,0.0671666688477669,1694,-0.2793,0.6623,1.0,10,70,0.0059
390,135,637883,1,4725,191,1.0,0.526,3.775,0.4843,2300567,0,-0.5,1,2.1818,289,0.5,40,39,5957,2300643,0.0,210,1.8808,0.6942624356428865,1404,-0.1634,0.0556,0.4578,166,48,0.1083
391,125,21691,1,173,1516,0.4763,0.375,2.301,0.3056,188768,0,0.7188,1,0.9542,24,0.2813,90,1507,200,188800,1.0,666,1.5051,0.8074316059762817,1696,-0.1527,0.2123,1.0,32,90,0.0053
392,119,5483,1,46,877,0.1773,0.8889,1.716,0.2778,899390,1,0.1111,0,0.9031,9,0.8889,70,869,52,899399,1.0,1294,0.9542,0.3457308057626326,1626,-0.1762,0.9213,1.0,9,91,0.0049
393,71,4690,1,66,355,0.257,0.9167,1.9638,0.3566,113753,1,0.1539,0,1.0414,12,0.8461,300,344,92,113766,1.0,1319,1.1139,0.8521453370691817,1356,-0.6017,0.5074,1.0,13,29,0.0081
394,110,49038,1,445,559,0.9902,0.1687,2.699,0.497,86815,0,0.8028,1,1.1461,83,0.1972,220,545,500,86886,1.0,1707,1.8513,0.4123749142972246,1392,-0.2338,0.7831,0.9342,76,86,0.0101
395,111,6886,1,62,25,0.2583,0.8421,1.8513,0.5069,2583771,1,-0.4375,0,1.2041,19,0.5625,70,9,71,2583780,0.0,1874,0.9542,0.9061068107651816,1356,-0.2423,0.0133,0.75,12,84,0.0118
396,101,8106,1,80,21,0.2195,0.6667,1.959,0.1875,2058002,1,0.4286,0,0.9031,12,0.5714,70,13,91,2058016,1.0,95,1.1461,0.6302825931188885,1358,-0.3041,0.0192,1.0,14,79,0.0059
397,124,687299,1,5542,214,1.0,0.6604,3.819,0.4293,2027555,0,-0.6229,1,2.243,265,0.3771,40,39,6592,2027621,0.0,1734,1.8195,0.8666088321536725,1356,-0.1855,0.0575,0.528,125,44,0.1291
398,141,1381722,1,9799,211,1.0,0.2834,4.0796,0.5916,1292132,0,-0.0058,1,2.2355,607,0.9942,40,39,12012,1292303,0.0,1307,2.233,0.6689476589915796,1398,-0.1013,0.0558,0.4724,362,30,0.123
399,140,2042,1,14,624,0.1384,1.0,1.2041,0.4286,450379,0,-0.4286,1,0.8451,7,0.5714,50,617,16,450383,0.0,275,0.6021,0.39363045683202824,1358,-0.0029,0.9087,1.0,4,114,0.0052
400,127,674326,1,5309,211,1.0,0.587,3.8049,0.4111,2364667,0,-0.6337,1,2.2355,293,0.3663,40,39,6381,2364730,0.0,682,1.7993,0.017668780999912204,1358,-0.1744,0.0574,0.4437,142,46,0.1267
401,122,349860,1,2867,1133,1.0,0.1615,3.5543,0.4514,808169,1,0.9325,0,1.3222,130,0.0675,80,1112,3583,808480,1.0,715,2.4928,0.18517934495356758,1687,-0.2371,0.6568,0.9905,314,65,0.0125
402,119,3963,1,33,941,0.1622,0.8889,1.5798,0.3214,271824,1,-0.125,0,0.9031,9,0.875,100,933,38,271831,0.0,1373,0.8451,0.808969602506749,1696,-0.1852,0.8903,1.0,7,85,0.0047
403,126,6396,1,50,1308,0.1852,0.7273,1.7559,0.2875,3976070,1,0.2,0,0.9031,11,0.8,70,1300,57,3976080,1.0,149,1.0,0.021612079880330426,1650,-0.1234,0.4146,1.0,10,97,0.0049
404,141,13657,1,96,650,0.681,0.6274,2.0128,0.7524,2017425,0,-0.5938,1,1.5051,51,0.4063,40,618,103,2017438,0.0,338,1.1139,0.08449321882352023,1358,0.0359,0.9102,0.65,20,124,0.0236
405,140,30130,1,215,153,0.6438,0.4894,2.3802,0.3862,197701,0,-0.2609,1,1.3617,47,0.7391,40,130,240,197718,0.0,1278,1.2305,0.8661446063310201,1360,-0.0192,0.1912,0.9444,18,118,0.0169
406,132,39556,1,299,1584,0.9231,0.3418,2.5302,0.4978,2375780,1,-0.0741,0,1.4314,79,0.9259,100,1557,339,2375805,0.0,1428,1.3979,0.7798698438723117,1710,-0.0884,0.1474,0.625,40,104,0.0158
407,124,20399,1,164,427,0.4106,0.5333,2.2672,0.254,261033,0,0.7419,1,0.9031,15,0.2581,200,419,185,261064,1.0,1888,1.4914,0.8505208789213576,1687,-0.1386,0.4967,1.0,31,97,0.0047
408,86,14320,1,166,254,0.7955,0.2973,2.4843,0.3972,205684,0,0.7609,1,1.0414,37,0.2391,300,243,305,205730,1.0,72,1.6628,0.8534030732681661,1692,-0.6332,0.2872,1.0,46,7,0.0065
409,118,8532,1,72,858,0.23,0.7333,1.9243,0.3058,3658081,1,0.0,0,1.0414,15,1.0,80,847,84,3658092,0.5,1854,1.0414,0.8497301914012271,1646,-0.2065,0.9575,1.0,11,83,0.0067
410,135,20262,1,150,686,0.6236,0.5745,2.2279,0.5529,4194670,1,-0.4815,0,1.4314,47,0.5185,100,659,169,4194684,0.0,764,1.1461,0.9188231935306829,1356,-0.0633,0.972,0.5185,27,107,0.0199
411,142,1798470,1,12665,214,1.0,0.2199,4.1879,0.529,1242405,0,0.0642,1,2.243,796,0.9358,40,39,15414,1242592,1.0,86,2.2718,0.7223593505964503,1400,-0.0885,0.0557,0.3912,478,24,0.125
412,141,971036,1,6886,191,1.0,0.239,3.9272,0.6434,2399992,0,0.0256,1,2.1818,636,0.9744,40,39,8457,2400148,1.0,618,2.1931,0.12386977486422102,1400,-0.103,0.0557,0.4073,383,38,0.1086
413,93,5361,1,57,1619,0.2105,0.8,1.8389,0.3365,1671950,1,0.3846,0,0.9031,10,0.6154,80,1611,69,1671963,1.0,434,1.1139,0.04015129954706642,1656,-0.393,0.0447,0.9286,14,63,0.0048
414,125,649137,1,5193,213,1.0,0.6056,3.788,0.4975,4348250,0,-0.5872,1,2.2355,284,0.4128,40,41,6137,4348321,0.0,628,1.8513,0.5554617101377639,1356,-0.1736,0.0605,0.4897,145,48,0.1268
415,127,14029,1,110,977,0.3601,0.9,2.0756,0.4491,2304542,0,-0.7037,1,1.4314,30,0.2963,40,950,119,2304550,0.0,766,0.9031,0.18832197481135182,1356,-0.079,0.559,0.6667,12,110,0.0199
416,127,470618,1,3705,181,1.0,0.6575,3.652,0.3508,210633,0,-0.6667,1,2.1584,219,0.3333,40,37,4487,210681,0.0,271,1.6812,0.1746414709358527,1360,-0.1806,0.0544,0.4528,106,40,0.1059
417,136,6684,1,49,404,0.1773,0.9,1.7559,0.2083,4726828,1,-0.1111,0,0.9542,10,0.8889,80,395,57,4726836,0.0,762,0.9031,0.047374020005481854,1646,-0.0839,0.48,1.0,8,101,0.0055
418,127,27785,1,218,1208,0.9312,0.5323,2.4594,0.5844,70457,0,-0.3636,1,1.5185,62,0.6364,40,1175,288,70478,0.0,875,1.3222,0.8875710884880433,1356,-0.2463,0.2183,0.6176,34,84,0.0243
419,140,11890,1,84,580,0.257,0.8125,2.0414,0.2308,532545,1,-0.1539,0,1.1139,16,0.8461,70,567,110,532556,0.0,1219,1.0414,0.06607921091939484,1690,-0.1555,0.671,1.0,11,75,0.0077
420,127,12351,1,97,1121,0.3663,0.5,2.0414,0.5,4032298,1,0.5454,0,1.0,20,0.4545,200,1111,110,4032320,1.0,1756,1.3424,0.14102729995001462,1354,-0.1228,0.3442,1.0,22,100,0.0074
421,134,16692,1,124,1216,0.33,0.9333,2.1367,0.301,289529,0,0.0,1,1.1461,15,1.0,60,1202,137,289543,0.5,495,1.1461,0.5491443835996794,1692,-0.0481,0.5627,0.9333,15,109,0.0083
422,133,103898,1,781,521,1.0,0.4138,2.941,0.7306,1699784,1,-0.375,0,1.8573,174,0.625,70,449,873,1699829,0.0,1839,1.6532,0.7334664427998359,1358,-0.0702,0.6613,0.45,100,106,0.053
423,109,19139,1,175,48,0.6236,0.3684,2.2945,0.4788,2044448,1,0.4815,0,1.1461,38,0.5185,70,34,197,2044475,1.0,747,1.4314,0.43132702014644964,1354,-0.241,0.0502,0.931,29,86,0.0103
424,141,1577022,1,11184,188,1.0,0.2573,4.1339,0.4562,1597511,0,0.1131,1,2.1732,579,0.8869,40,39,13612,1597679,1.0,700,2.2253,0.24137206162666291,1400,-0.0949,0.0557,0.4706,357,30,0.1064
425,127,58587,1,461,1124,0.9519,0.8108,2.7566,0.2387,12806495,0,-0.1667,1,1.4771,37,0.8333,40,1094,571,12806520,0.0,233,1.3979,0.5960425532343728,1362,-0.1984,0.3495,1.0,25,63,0.022
426,159,7555,1,47,586,0.1753,0.8333,1.7324,0.2286,1581945,1,-0.3,0,1.0,12,0.7,69,576,54,1581952,0.0,913,0.8451,0.9845686082507541,1652,0.093,0.6973,1.0,7,123,0.006
427,108,96340,1,892,936,1.0,0.5484,3.0457,0.5524,31494,0,0.5343,1,1.5315,62,0.4658,40,902,1111,31567,1.0,1925,1.8633,0.04596324934014007,1627,-0.3225,0.8494,0.9865,74,50,0.0209
428,77,3673,1,47,11,0.1954,0.75,1.7781,0.3333,2550643,1,0.1,0,0.9542,12,0.9,70,2,60,2550653,1.0,1468,1.0,0.7219067795126763,1358,-0.5217,0.003,1.0,10,48,0.0066
429,117,8246,1,70,76,0.2432,1.0,1.8921,0.4091,1810277,1,-0.7273,0,1.3424,22,0.2727,70,54,78,1810283,0.0,1320,0.7782,0.4964174824393083,1356,-0.1741,0.0796,0.6,10,95,0.0162
430,124,685894,1,5531,209,1.0,0.6316,3.8236,0.4081,1786253,0,-0.6012,1,2.2253,266,0.3988,40,41,6662,1786320,0.0,782,1.8261,0.4544574302986578,1358,-0.1956,0.0604,0.5114,131,41,0.1237
431,135,42620,1,315,151,0.8153,0.3571,2.5302,0.3543,639972,0,-0.16,1,1.3979,70,0.84,40,126,339,639993,0.0,1928,1.3222,0.01843780287519381,1360,-0.0178,0.1853,0.6,35,119,0.0184
432,148,15951,1,107,256,0.5279,0.5686,2.1004,0.605,1593586,1,-0.6207,0,1.4624,51,0.3793,80,227,126,1593597,0.0,5,1.0414,0.9756223516367559,1368,-0.011,0.3319,0.3056,36,112,0.0212
433,141,17898,1,126,179,0.4366,0.5116,2.1461,0.4697,395408,0,-0.4545,1,1.3424,43,0.5454,100,157,140,395420,0.0,946,1.0792,0.7102452013359866,1360,-0.0012,0.2309,0.9231,13,118,0.0162
434,139,62225,1,447,132,0.991,0.8571,2.7101,0.4911,7430,0,-0.2222,1,1.5563,42,0.7778,50,96,513,7458,0.0,1217,1.4472,0.5640951370472229,1353,-0.0524,0.1419,0.9655,29,105,0.0266
435,133,26032,1,195,1305,0.7462,0.2667,2.3365,0.5323,534066,0,0.4483,1,1.2041,60,0.5517,175,1289,217,534095,1.0,1857,1.4624,0.28689241356345485,1360,-0.0628,0.0809,0.7436,39,108,0.0118
436,135,8457,1,62,571,0.2061,0.7692,1.8751,0.25,2993150,1,0.0,0,1.0,13,1.0,60,561,75,2993160,0.5,1268,1.0,0.4986395468763152,1692,-0.1191,0.6631,1.0,10,93,0.0059
437,119,11746,1,98,106,0.3329,1.0,2.0374,0.4495,327251,1,-0.3889,0,1.2553,18,0.6111,70,88,109,327262,0.0,68,1.0414,0.030817834567939406,1692,-0.1581,0.104,1.0,11,100,0.0106
438,127,10704,1,84,1461,0.2901,0.7059,2.0334,0.3571,2083961,1,0.1429,0,1.0792,17,0.8571,70,1449,108,2083975,1.0,1909,1.1461,0.8930524847532526,1690,-0.2257,0.271,1.0,14,69,0.0071
439,134,30104,1,224,438,0.633,0.8276,2.42,0.3151,2887460,0,-0.3333,1,1.3802,29,0.6667,40,414,263,2887476,0.0,1328,1.2041,0.2703417881993275,1358,-0.1058,0.6097,0.9412,17,87,0.0177
440,148,2871,1,19,1152,0.1384,1.0,1.3424,0.2143,1083340,0,-0.4286,1,0.8451,7,0.5714,50,1145,22,1083344,0.0,1432,0.6021,0.03517598218441975,1358,0.0195,0.3034,1.0,4,116,0.0052
441,143,1847464,1,12919,222,1.0,0.2394,4.2013,0.4924,990300,0,-0.0442,1,2.2577,756,0.9558,40,41,15896,990473,0.0,991,2.238,0.7508385847448596,1400,-0.092,0.0586,0.3689,469,22,0.1293
442,71,7015,1,98,53,0.3663,0.5789,2.1303,0.3864,141291,1,0.45,0,1.0414,19,0.55,300,42,135,141311,1.0,1672,1.301,0.7599668837007301,1356,-0.594,0.0619,1.0,20,36,0.0081
443,140,1246740,1,8905,193,1.0,0.2219,4.0391,0.5815,1970337,0,0.1163,1,2.1818,685,0.8837,40,41,10941,1970509,1.0,236,2.2355,0.4673816015552915,1402,-0.1098,0.0585,0.4226,407,40,0.1084
444,141,21545,1,152,808,0.3977,0.4348,2.2304,0.2917,225718,0,0.5833,1,1.0,23,0.4167,40,798,170,225742,1.0,1254,1.3802,0.12196896420962289,1370,-0.0099,0.8204,1.0,24,118,0.0073
445,134,9956,1,74,312,0.2901,0.8,1.9191,0.5059,1430061,1,0.1429,0,1.0792,15,0.8571,70,300,83,1430075,1.0,1119,1.1461,0.8848490595063606,1652,-0.0629,0.3632,1.0,14,101,0.0073
446,135,7164,1,53,1169,0.1852,0.8333,1.8195,0.175,301412,1,-0.2,0,1.0,12,0.8,150,1159,66,301420,0.0,1710,0.9031,0.7877928506388727,1690,-0.152,0.6166,1.0,8,87,0.0059
447,127,21547,1,169,1227,0.4729,0.65,2.3222,0.2657,365205,0,0.4091,1,1.1139,20,0.5909,40,1214,210,365227,1.0,1594,1.3424,0.8341208920021081,1308,-0.1984,0.1239,1.0,22,70,0.0099
448,114,14729,1,129,1522,0.3945,0.8947,2.1903,0.3487,880521,1,-0.1765,0,1.2305,19,0.8235,80,1505,155,880535,0.0,1024,1.1461,0.6599957188011513,1654,-0.2576,0.1596,1.0,14,71,0.0103
449,127,41476,1,326,94,0.94,0.2407,2.5966,0.4475,162885,1,0.7636,0,1.1139,54,0.2364,70,81,395,162940,1.0,895,1.7404,0.88103605191787,1356,-0.1797,0.1195,0.9322,59,92,0.0096
450,134,38401,1,286,1064,0.767,0.52,2.574,0.2204,1314158,0,0.6486,1,1.1139,25,0.3514,70,1051,375,1314195,1.0,585,1.5682,0.6308322403647424,1353,-0.2,0.4272,1.0,37,48,0.0096
451,85,14875,1,175,63,0.7598,0.5556,2.382,0.4926,1148345,1,-0.24,0,1.3979,45,0.76,70,38,241,1148364,0.0,115,1.2787,0.8566142840923755,1356,-0.5178,0.056,0.5429,35,42,0.0184
452,103,260660,1,2530,354,1.0,0.6073,3.5169,0.4331,87744,0,-0.569,1,2.0645,191,0.431,40,238,3288,87794,0.0,1844,1.699,0.16736499964417928,1664,-0.3807,0.2861,0.4386,114,36,0.0697
453,126,124716,1,989,340,0.9999,0.5652,3.0892,0.3155,903475,0,0.1522,1,1.5911,69,0.8478,40,301,1228,903521,1.0,981,1.6628,0.818307868703863,1666,-0.2066,0.3613,0.7188,64,55,0.0234
454,109,6235,1,57,1642,0.2051,0.75,1.8389,0.303,2097069,1,0.1818,0,0.9542,12,0.8182,60,1633,69,2097080,1.0,357,1.0414,0.7992447165120666,1692,-0.294,0.0591,1.0,11,77,0.0053
455,125,7659,1,61,168,0.2532,0.7143,1.8389,0.5071,319303,1,0.2857,0,1.0,14,0.7143,70,158,69,319317,1.0,654,1.1461,0.8527811296319127,1358,-0.1328,0.2327,1.0,14,98,0.0074
456,132,61890,1,468,92,0.9844,0.56,2.8189,0.2868,902589,1,0.1515,0,1.4472,50,0.8485,60,64,659,902622,1.0,1518,1.5185,0.15442308802214244,1688,-0.2663,0.0758,0.9706,34,49,0.0166
457,141,26833,1,190,567,0.8183,0.6567,2.3201,0.6042,266325,0,-0.7273,1,1.6435,67,0.2727,40,523,209,266337,0.0,148,1.0792,0.4389114603050467,1360,0.003,0.7691,0.4,30,119,0.0323
458,125,13897,1,111,631,0.3154,0.3158,2.1038,0.3172,1934306,0,0.8065,1,0.7782,19,0.1936,100,625,127,1934337,1.0,866,1.4914,0.8655725393210282,1364,-0.1451,0.9164,1.0,31,99,0.0044
